ancillary_purchase_id,booking_id,item_id,item_type,item_name,quantity,unit_price_usd,total_price_usd
ANCP0001611,BKG001610,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0001612,BKG001611,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0001613,BKG001612,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0001614,BKG001613,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0001615,BKG001614,ANC03,seat,Standard Seat,1,11.08,11.08
ANCP0001616,BKG001614,ANC04,seat,Preferred Seat,1,24.92,24.92
ANCP0001617,BKG001615,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0001618,BKG001616,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001619,BKG001617,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0001620,BKG001618,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001621,BKG001619,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001622,BKG001620,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001623,BKG001620,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001624,BKG001621,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001625,BKG001622,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0001626,BKG001623,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001627,BKG001626,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0001628,BKG001626,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0001629,BKG001627,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001630,BKG001629,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001631,BKG001630,ANC02,baggage,Extra Bag 32kg,1,48.0,48.0
ANCP0001632,BKG001632,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001633,BKG001633,ANC06,meal,Hot Meal Upgrade,1,16.67,16.67
ANCP0001634,BKG001633,ANC10,priority,Priority Boarding,1,13.33,13.33
ANCP0001635,BKG001635,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001636,BKG001636,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0001637,BKG001637,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0001638,BKG001638,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0001639,BKG001639,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001640,BKG001640,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001641,BKG001641,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001642,BKG001642,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001643,BKG001643,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0001644,BKG001644,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001645,BKG001645,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001646,BKG001646,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001647,BKG001647,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001648,BKG001648,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001649,BKG001649,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0001650,BKG001650,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001651,BKG001651,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001652,BKG001652,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001653,BKG001653,ANC06,meal,Hot Meal Upgrade,1,16.36,16.36
ANCP0001654,BKG001653,ANC04,seat,Preferred Seat,1,19.64,19.64
ANCP0001655,BKG001654,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001656,BKG001655,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0001657,BKG001655,ANC01,baggage,Extra Bag 23kg,1,24.42,24.42
ANCP0001658,BKG001656,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0001659,BKG001658,ANC11,priority,Fast Track Security,1,12.0,12.0
ANCP0001660,BKG001659,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0001661,BKG001660,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001662,BKG001661,ANC03,seat,Standard Seat,1,11.08,11.08
ANCP0001663,BKG001661,ANC04,seat,Preferred Seat,1,24.92,24.92
ANCP0001664,BKG001663,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001665,BKG001664,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0001666,BKG001665,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001667,BKG001666,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0001668,BKG001667,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0001669,BKG001668,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001670,BKG001670,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001671,BKG001671,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001672,BKG001672,ANC10,priority,Priority Boarding,1,16.0,16.0
ANCP0001673,BKG001672,ANC06,meal,Hot Meal Upgrade,1,20.0,20.0
ANCP0001674,BKG001673,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0001675,BKG001674,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001676,BKG001675,ANC03,seat,Standard Seat,1,9.23,9.23
ANCP0001677,BKG001675,ANC04,seat,Preferred Seat,1,20.77,20.77
ANCP0001678,BKG001677,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0001679,BKG001678,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001680,BKG001680,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001681,BKG001682,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0001682,BKG001683,ANC05,seat,Extra Legroom Seat,1,39.07,39.07
ANCP0001683,BKG001683,ANC03,seat,Standard Seat,1,8.93,8.93
ANCP0001684,BKG001685,ANC11,priority,Fast Track Security,1,12.0,12.0
ANCP0001685,BKG001686,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001686,BKG001687,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0001687,BKG001689,ANC11,priority,Fast Track Security,1,12.0,12.0
ANCP0001688,BKG001690,ANC03,seat,Standard Seat,1,10.43,10.43
ANCP0001689,BKG001690,ANC06,meal,Hot Meal Upgrade,1,19.57,19.57
ANCP0001690,BKG001691,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0001691,BKG001692,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001692,BKG001693,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001693,BKG001694,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001694,BKG001695,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0001695,BKG001695,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0001696,BKG001696,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001697,BKG001697,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0001698,BKG001698,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001699,BKG001700,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001700,BKG001701,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001701,BKG001702,ANC06,meal,Hot Meal Upgrade,1,12.0,12.0
ANCP0001702,BKG001703,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001703,BKG001704,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001704,BKG001705,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001705,BKG001706,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001706,BKG001707,ANC11,priority,Fast Track Security,1,12.0,12.0
ANCP0001707,BKG001708,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001708,BKG001709,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001709,BKG001710,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0001710,BKG001711,ANC06,meal,Hot Meal Upgrade,1,16.36,16.36
ANCP0001711,BKG001711,ANC04,seat,Preferred Seat,1,19.64,19.64
ANCP0001712,BKG001712,ANC04,seat,Preferred Seat,1,16.3,16.3
ANCP0001713,BKG001712,ANC01,baggage,Extra Bag 23kg,1,31.7,31.7
ANCP0001714,BKG001713,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0001715,BKG001714,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0001716,BKG001716,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001717,BKG001717,ANC11,priority,Fast Track Security,1,21.82,21.82
ANCP0001718,BKG001717,ANC04,seat,Preferred Seat,1,26.18,26.18
ANCP0001719,BKG001718,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001720,BKG001720,ANC06,meal,Hot Meal Upgrade,1,15.0,15.0
ANCP0001721,BKG001720,ANC06,meal,Hot Meal Upgrade,1,15.0,15.0
ANCP0001722,BKG001721,ANC01,baggage,Extra Bag 23kg,1,31.7,31.7
ANCP0001723,BKG001721,ANC04,seat,Preferred Seat,1,16.3,16.3
ANCP0001724,BKG001722,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001725,BKG001723,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001726,BKG001724,ANC05,seat,Extra Legroom Seat,1,36.0,36.0
ANCP0001727,BKG001725,ANC04,seat,Preferred Seat,1,19.64,19.64
ANCP0001728,BKG001725,ANC06,meal,Hot Meal Upgrade,1,16.36,16.36
ANCP0001729,BKG001726,ANC04,seat,Preferred Seat,1,24.92,24.92
ANCP0001730,BKG001726,ANC03,seat,Standard Seat,1,11.08,11.08
ANCP0001731,BKG001727,ANC04,seat,Preferred Seat,1,16.36,16.36
ANCP0001732,BKG001727,ANC06,meal,Hot Meal Upgrade,1,13.64,13.64
ANCP0001733,BKG001728,ANC06,meal,Hot Meal Upgrade,1,19.57,19.57
ANCP0001734,BKG001728,ANC03,seat,Standard Seat,1,10.43,10.43
ANCP0001735,BKG001729,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001736,BKG001730,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001737,BKG001731,ANC11,priority,Fast Track Security,1,10.8,10.8
ANCP0001738,BKG001731,ANC01,baggage,Extra Bag 23kg,1,25.2,25.2
ANCP0001739,BKG001733,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001740,BKG001734,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0001741,BKG001736,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001742,BKG001737,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0001743,BKG001739,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001744,BKG001739,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0001745,BKG001740,ANC10,priority,Priority Boarding,1,15.0,15.0
ANCP0001746,BKG001740,ANC10,priority,Priority Boarding,1,15.0,15.0
ANCP0001747,BKG001742,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001748,BKG001743,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0001749,BKG001744,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001750,BKG001745,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001751,BKG001747,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0001752,BKG001748,ANC06,meal,Hot Meal Upgrade,1,13.64,13.64
ANCP0001753,BKG001748,ANC04,seat,Preferred Seat,1,16.36,16.36
ANCP0001754,BKG001749,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001755,BKG001750,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001756,BKG001751,ANC11,priority,Fast Track Security,1,12.0,12.0
ANCP0001757,BKG001752,ANC04,seat,Preferred Seat,1,24.0,24.0
ANCP0001758,BKG001752,ANC04,seat,Preferred Seat,1,24.0,24.0
ANCP0001759,BKG001753,ANC05,seat,Extra Legroom Seat,1,36.0,36.0
ANCP0001760,BKG001754,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001761,BKG001755,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001762,BKG001756,ANC06,meal,Hot Meal Upgrade,1,12.0,12.0
ANCP0001763,BKG001757,ANC03,seat,Standard Seat,1,6.7,6.7
ANCP0001764,BKG001757,ANC01,baggage,Extra Bag 23kg,1,29.3,29.3
ANCP0001765,BKG001758,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001766,BKG001759,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001767,BKG001761,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001768,BKG001762,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001769,BKG001763,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001770,BKG001765,ANC04,seat,Preferred Seat,1,20.77,20.77
ANCP0001771,BKG001765,ANC03,seat,Standard Seat,1,9.23,9.23
ANCP0001772,BKG001766,ANC06,meal,Hot Meal Upgrade,1,12.0,12.0
ANCP0001773,BKG001767,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001774,BKG001768,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001775,BKG001769,ANC11,priority,Fast Track Security,1,12.0,12.0
ANCP0001776,BKG001770,ANC06,meal,Hot Meal Upgrade,1,23.48,23.48
ANCP0001777,BKG001770,ANC03,seat,Standard Seat,1,12.52,12.52
ANCP0001778,BKG001771,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0001779,BKG001772,ANC06,meal,Hot Meal Upgrade,1,21.82,21.82
ANCP0001780,BKG001772,ANC04,seat,Preferred Seat,1,26.18,26.18
ANCP0001781,BKG001774,ANC11,priority,Fast Track Security,1,16.67,16.67
ANCP0001782,BKG001774,ANC10,priority,Priority Boarding,1,13.33,13.33
ANCP0001783,BKG001775,ANC11,priority,Fast Track Security,1,16.67,16.67
ANCP0001784,BKG001775,ANC10,priority,Priority Boarding,1,13.33,13.33
ANCP0001785,BKG001776,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0001786,BKG001776,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0001787,BKG001777,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001788,BKG001778,ANC03,seat,Standard Seat,1,11.08,11.08
ANCP0001789,BKG001778,ANC04,seat,Preferred Seat,1,24.92,24.92
ANCP0001790,BKG001779,ANC03,seat,Standard Seat,1,9.23,9.23
ANCP0001791,BKG001779,ANC04,seat,Preferred Seat,1,20.77,20.77
ANCP0001792,BKG001780,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0001793,BKG001781,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001794,BKG001782,ANC10,priority,Priority Boarding,1,21.33,21.33
ANCP0001795,BKG001782,ANC06,meal,Hot Meal Upgrade,1,26.67,26.67
ANCP0001796,BKG001783,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001797,BKG001785,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001798,BKG001786,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0001799,BKG001787,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0001800,BKG001787,ANC05,seat,Extra Legroom Seat,1,24.42,24.42
ANCP0001801,BKG001788,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001802,BKG001789,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0001803,BKG001790,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001804,BKG001793,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001805,BKG001794,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001806,BKG001795,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001807,BKG001796,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001808,BKG001799,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0001809,BKG001800,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001810,BKG001801,ANC10,priority,Priority Boarding,1,9.29,9.29
ANCP0001811,BKG001801,ANC02,baggage,Extra Bag 32kg,1,38.71,38.71
ANCP0001812,BKG001802,ANC10,priority,Priority Boarding,1,15.0,15.0
ANCP0001813,BKG001802,ANC10,priority,Priority Boarding,1,15.0,15.0
ANCP0001814,BKG001803,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001815,BKG001805,ANC03,seat,Standard Seat,1,16.7,16.7
ANCP0001816,BKG001805,ANC11,priority,Fast Track Security,1,31.3,31.3
ANCP0001817,BKG001806,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0001818,BKG001808,ANC07,meal,Premium Meal,1,18.0,18.0
ANCP0001819,BKG001809,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001820,BKG001810,ANC01,baggage,Extra Bag 23kg,1,33.6,33.6
ANCP0001821,BKG001810,ANC06,meal,Hot Meal Upgrade,1,14.4,14.4
ANCP0001822,BKG001811,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001823,BKG001812,ANC07,meal,Premium Meal,1,18.0,18.0
ANCP0001824,BKG001813,ANC11,priority,Fast Track Security,1,12.0,12.0
ANCP0001825,BKG001814,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001826,BKG001815,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001827,BKG001817,ANC08,lounge,Lounge Access ABJ,1,48.0,48.0
ANCP0001828,BKG001818,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001829,BKG001819,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001830,BKG001820,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001831,BKG001821,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001832,BKG001822,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001833,BKG001824,ANC10,priority,Priority Boarding,1,13.33,13.33
ANCP0001834,BKG001824,ANC11,priority,Fast Track Security,1,16.67,16.67
ANCP0001835,BKG001825,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001836,BKG001826,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001837,BKG001827,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001838,BKG001828,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0001839,BKG001829,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001840,BKG001830,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001841,BKG001831,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001842,BKG001832,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001843,BKG001833,ANC06,meal,Hot Meal Upgrade,1,12.0,12.0
ANCP0001844,BKG001834,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001845,BKG001835,ANC10,priority,Priority Boarding,1,10.11,10.11
ANCP0001846,BKG001835,ANC08,lounge,Lounge Access ABJ,1,37.89,37.89
ANCP0001847,BKG001836,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001848,BKG001837,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001849,BKG001838,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001850,BKG001839,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001851,BKG001840,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0001852,BKG001840,ANC01,baggage,Extra Bag 23kg,1,24.42,24.42
ANCP0001853,BKG001841,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001854,BKG001842,ANC07,meal,Premium Meal,1,18.0,18.0
ANCP0001855,BKG001843,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0001856,BKG001844,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001857,BKG001844,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0001858,BKG001846,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0001859,BKG001847,ANC08,lounge,Lounge Access ABJ,1,36.0,36.0
ANCP0001860,BKG001848,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0001861,BKG001849,ANC07,meal,Premium Meal,1,27.91,27.91
ANCP0001862,BKG001849,ANC04,seat,Preferred Seat,1,20.09,20.09
ANCP0001863,BKG001850,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0001864,BKG001851,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001865,BKG001853,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0001866,BKG001853,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0001867,BKG001855,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0001868,BKG001856,ANC02,baggage,Extra Bag 32kg,1,48.0,48.0
ANCP0001869,BKG001857,ANC02,baggage,Extra Bag 32kg,1,48.0,48.0
ANCP0001870,BKG001858,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001871,BKG001859,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001872,BKG001860,ANC11,priority,Fast Track Security,1,13.64,13.64
ANCP0001873,BKG001860,ANC04,seat,Preferred Seat,1,16.36,16.36
ANCP0001874,BKG001861,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001875,BKG001862,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0001876,BKG001863,ANC05,seat,Extra Legroom Seat,1,33.6,33.6
ANCP0001877,BKG001863,ANC06,meal,Hot Meal Upgrade,1,14.4,14.4
ANCP0001878,BKG001864,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0001879,BKG001865,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0001880,BKG001866,ANC02,baggage,Extra Bag 32kg,1,48.0,48.0
ANCP0001881,BKG001867,ANC03,seat,Standard Seat,1,14.77,14.77
ANCP0001882,BKG001867,ANC04,seat,Preferred Seat,1,33.23,33.23
ANCP0001883,BKG001869,ANC10,priority,Priority Boarding,1,13.33,13.33
ANCP0001884,BKG001869,ANC06,meal,Hot Meal Upgrade,1,16.67,16.67
ANCP0001885,BKG001870,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0001886,BKG001870,ANC01,baggage,Extra Bag 23kg,1,24.42,24.42
ANCP0001887,BKG001871,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001888,BKG001873,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0001889,BKG001873,ANC05,seat,Extra Legroom Seat,1,24.42,24.42
ANCP0001890,BKG001874,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0001891,BKG001874,ANC01,baggage,Extra Bag 23kg,1,24.42,24.42
ANCP0001892,BKG001876,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0001893,BKG001877,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0001894,BKG001878,ANC06,meal,Hot Meal Upgrade,1,12.0,12.0
ANCP0001895,BKG001879,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001896,BKG001881,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001897,BKG001882,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001898,BKG001883,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001899,BKG001884,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001900,BKG001885,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001901,BKG001886,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001902,BKG001887,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001903,BKG001888,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001904,BKG001888,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0001905,BKG001889,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0001906,BKG001889,ANC05,seat,Extra Legroom Seat,1,24.42,24.42
ANCP0001907,BKG001890,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0001908,BKG001891,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0001909,BKG001892,ANC01,baggage,Extra Bag 23kg,1,33.6,33.6
ANCP0001910,BKG001892,ANC06,meal,Hot Meal Upgrade,1,14.4,14.4
ANCP0001911,BKG001897,ANC03,seat,Standard Seat,1,9.23,9.23
ANCP0001912,BKG001897,ANC04,seat,Preferred Seat,1,20.77,20.77
ANCP0001913,BKG001898,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0001914,BKG001899,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001915,BKG001900,ANC02,baggage,Extra Bag 32kg,1,48.0,48.0
ANCP0001916,BKG001901,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001917,BKG001902,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0001918,BKG001903,ANC04,seat,Preferred Seat,1,24.92,24.92
ANCP0001919,BKG001903,ANC03,seat,Standard Seat,1,11.08,11.08
ANCP0001920,BKG001904,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001921,BKG001905,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001922,BKG001906,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001923,BKG001907,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001924,BKG001908,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001925,BKG001909,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001926,BKG001910,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001927,BKG001911,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001928,BKG001912,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001929,BKG001913,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001930,BKG001914,ANC08,lounge,Lounge Access ABJ,1,30.0,30.0
ANCP0001931,BKG001915,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001932,BKG001918,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0001933,BKG001919,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0001934,BKG001920,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001935,BKG001921,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0001936,BKG001922,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0001937,BKG001924,ANC11,priority,Fast Track Security,1,19.57,19.57
ANCP0001938,BKG001924,ANC03,seat,Standard Seat,1,10.43,10.43
ANCP0001939,BKG001926,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0001940,BKG001926,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0001941,BKG001927,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0001942,BKG001928,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001943,BKG001929,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0001944,BKG001929,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0001945,BKG001932,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0001946,BKG001932,ANC01,baggage,Extra Bag 23kg,1,24.42,24.42
ANCP0001947,BKG001933,ANC10,priority,Priority Boarding,1,9.29,9.29
ANCP0001948,BKG001933,ANC02,baggage,Extra Bag 32kg,1,38.71,38.71
ANCP0001949,BKG001935,ANC10,priority,Priority Boarding,1,15.0,15.0
ANCP0001950,BKG001935,ANC10,priority,Priority Boarding,1,15.0,15.0
