loyalty_txn_id,customer_id,txn_date,txn_type,miles_amount,related_booking_id,description
LTX0000724,CUST0115,2024-11-26 00:00:00,Earn,632,BKG002222,Miles earned from flight booking (tier=Explorer)
LTX0000725,CUST0078,2024-12-05 00:00:00,Earn,435,BKG002226,Miles earned from flight booking (tier=Gold)
LTX0000726,CUST0030,2024-12-06 00:00:00,Earn,414,BKG002227,Miles earned from flight booking (tier=Silver)
LTX0000727,CUST0067,2024-11-21 00:00:00,Earn,213,BKG002228,Miles earned from flight booking (tier=Explorer)
LTX0000728,CUST0144,2024-11-30 00:00:00,Earn,494,BKG002229,Miles earned from flight booking (tier=Explorer)
LTX0000729,CUST0299,2024-11-24 00:00:00,Earn,262,BKG002230,Miles earned from flight booking (tier=Silver)
LTX0000730,CUST0136,2024-12-19 00:00:00,Earn,351,BKG002235,Miles earned from flight booking (tier=Silver)
LTX0000731,CUST0223,2024-12-29 00:00:00,Earn,416,BKG002238,Miles earned from flight booking (tier=Silver)
LTX0000732,CUST0131,2024-11-10 00:00:00,Earn,536,BKG002239,Miles earned from flight booking (tier=Gold)
LTX0000733,CUST0104,2024-11-28 00:00:00,Earn,221,BKG002240,Miles earned from flight booking (tier=Silver)
LTX0000734,CUST0103,2024-12-07 00:00:00,Earn,305,BKG002244,Miles earned from flight booking (tier=Silver)
LTX0000735,CUST0125,2024-12-19 00:00:00,Earn,285,BKG002258,Miles earned from flight booking (tier=Silver)
LTX0000736,CUST0231,2024-12-27 00:00:00,Earn,394,BKG002263,Miles earned from flight booking (tier=Gold)
LTX0000737,CUST0089,2024-12-21 00:00:00,Earn,318,BKG002266,Miles earned from flight booking (tier=Explorer)
LTX0000738,CUST0165,2024-11-14 00:00:00,Earn,151,BKG002267,Miles earned from flight booking (tier=Silver)
LTX0000739,CUST0040,2024-12-04 00:00:00,Earn,187,BKG002269,Miles earned from flight booking (tier=Silver)
LTX0000740,CUST0225,2024-12-01 00:00:00,Earn,528,BKG002275,Miles earned from flight booking (tier=Silver)
LTX0000741,CUST0055,2024-12-13 00:00:00,Earn,233,BKG002277,Miles earned from flight booking (tier=Explorer)
LTX0000742,CUST0090,2024-11-09 00:00:00,Earn,453,BKG002282,Miles earned from flight booking (tier=Gold)
LTX0000743,CUST0119,2024-11-10 00:00:00,Earn,370,BKG002296,Miles earned from flight booking (tier=Silver)
LTX0000744,CUST0199,2025-01-03 00:00:00,Earn,471,BKG002297,Miles earned from flight booking (tier=Silver)
LTX0000745,CUST0108,2024-11-28 00:00:00,Earn,408,BKG002298,Miles earned from flight booking (tier=Gold)
LTX0000746,CUST0033,2024-12-20 00:00:00,Earn,251,BKG002299,Miles earned from flight booking (tier=Explorer)
LTX0000747,CUST0206,2024-12-24 00:00:00,Earn,284,BKG002300,Miles earned from flight booking (tier=Gold)
LTX0000748,CUST0089,2025-01-06 00:00:00,Earn,115,BKG002301,Miles earned from flight booking (tier=Explorer)
LTX0000749,CUST0220,2024-11-14 00:00:00,Earn,82,BKG002306,Miles earned from flight booking (tier=Explorer)
LTX0000750,CUST0040,2024-12-23 00:00:00,Earn,129,BKG002308,Miles earned from flight booking (tier=Silver)
LTX0000751,CUST0250,2024-12-25 00:00:00,Earn,121,BKG002309,Miles earned from flight booking (tier=Explorer)
LTX0000752,CUST0040,2024-12-17 00:00:00,Earn,289,BKG002311,Miles earned from flight booking (tier=Silver)
LTX0000753,CUST0214,2024-11-25 00:00:00,Earn,109,BKG002315,Miles earned from flight booking (tier=Explorer)
LTX0000754,CUST0236,2025-01-02 00:00:00,Earn,150,BKG002320,Miles earned from flight booking (tier=Explorer)
LTX0000755,CUST0041,2024-12-18 00:00:00,Earn,106,BKG002326,Miles earned from flight booking (tier=Silver)
LTX0000756,CUST0118,2024-11-21 00:00:00,Earn,149,BKG002328,Miles earned from flight booking (tier=Explorer)
LTX0000757,CUST0133,2024-12-18 00:00:00,Earn,245,BKG002329,Miles earned from flight booking (tier=Explorer)
LTX0000758,CUST0089,2024-12-28 00:00:00,Earn,99,BKG002332,Miles earned from flight booking (tier=Explorer)
LTX0000759,CUST0053,2025-01-02 00:00:00,Earn,357,BKG002333,Miles earned from flight booking (tier=Explorer)
LTX0000760,CUST0255,2025-01-02 00:00:00,Earn,117,BKG002337,Miles earned from flight booking (tier=Gold)
LTX0000761,CUST0238,2024-11-20 00:00:00,Earn,431,BKG002338,Miles earned from flight booking (tier=Gold)
LTX0000762,CUST0280,2025-01-05 00:00:00,Earn,103,BKG002345,Miles earned from flight booking (tier=Explorer)
LTX0000763,CUST0190,2024-12-12 00:00:00,Earn,283,BKG002347,Miles earned from flight booking (tier=Explorer)
LTX0000764,CUST0262,2024-12-26 00:00:00,Earn,126,BKG002355,Miles earned from flight booking (tier=Explorer)
LTX0000765,CUST0056,2024-11-30 00:00:00,Earn,108,BKG002356,Miles earned from flight booking (tier=Gold)
LTX0000766,CUST0090,2025-01-02 00:00:00,Earn,213,BKG002361,Miles earned from flight booking (tier=Gold)
LTX0000767,CUST0157,2024-11-17 00:00:00,Earn,402,BKG002363,Miles earned from flight booking (tier=Silver)
LTX0000768,CUST0098,2024-12-27 00:00:00,Earn,114,BKG002364,Miles earned from flight booking (tier=Gold)
LTX0000769,CUST0280,2024-11-28 00:00:00,Earn,76,BKG002365,Miles earned from flight booking (tier=Explorer)
LTX0000770,CUST0148,2024-12-03 00:00:00,Earn,90,BKG002373,Miles earned from flight booking (tier=Explorer)
LTX0000771,CUST0255,2024-11-21 00:00:00,Earn,241,BKG002374,Miles earned from flight booking (tier=Gold)
LTX0000772,CUST0048,2024-11-28 00:00:00,Earn,200,BKG002375,Miles earned from flight booking (tier=Explorer)
LTX0000773,CUST0171,2024-12-25 00:00:00,Earn,201,BKG002376,Miles earned from flight booking (tier=Gold)
LTX0000774,CUST0165,2024-11-24 00:00:00,Earn,246,BKG002382,Miles earned from flight booking (tier=Silver)
LTX0000775,CUST0004,2025-01-04 00:00:00,Earn,202,BKG002384,Miles earned from flight booking (tier=Explorer)
LTX0000776,CUST0120,2025-01-06 00:00:00,Earn,297,BKG002387,Miles earned from flight booking (tier=Explorer)
LTX0000777,CUST0255,2024-11-28 00:00:00,Earn,824,BKG002392,Miles earned from flight booking (tier=Gold)
LTX0000778,CUST0121,2024-12-12 00:00:00,Earn,232,BKG002393,Miles earned from flight booking (tier=Explorer)
LTX0000779,CUST0007,2024-12-18 00:00:00,Earn,139,BKG002398,Miles earned from flight booking (tier=Explorer)
LTX0000780,CUST0039,2024-12-23 00:00:00,Earn,205,BKG002403,Miles earned from flight booking (tier=Silver)
LTX0000781,CUST0084,2024-12-26 00:00:00,Earn,478,BKG002406,Miles earned from flight booking (tier=Silver)
LTX0000782,CUST0255,2024-12-16 00:00:00,Earn,466,BKG002408,Miles earned from flight booking (tier=Gold)
LTX0000783,CUST0026,2025-01-01 00:00:00,Earn,158,BKG002409,Miles earned from flight booking (tier=Explorer)
LTX0000784,CUST0231,2024-11-18 00:00:00,Earn,627,BKG002412,Miles earned from flight booking (tier=Gold)
LTX0000785,CUST0151,2024-12-07 00:00:00,Earn,478,BKG002413,Miles earned from flight booking (tier=Gold)
LTX0000786,CUST0140,2024-12-29 00:00:00,Earn,202,BKG002414,Miles earned from flight booking (tier=Explorer)
LTX0000787,CUST0104,2024-12-05 00:00:00,Earn,300,BKG002416,Miles earned from flight booking (tier=Silver)
LTX0000788,CUST0111,2024-12-21 00:00:00,Earn,380,BKG002417,Miles earned from flight booking (tier=Silver)
LTX0000789,CUST0080,2024-11-16 00:00:00,Earn,219,BKG002421,Miles earned from flight booking (tier=Explorer)
LTX0000790,CUST0167,2024-12-21 00:00:00,Earn,504,BKG002423,Miles earned from flight booking (tier=Silver)
LTX0000791,CUST0055,2024-12-13 00:00:00,Earn,142,BKG002424,Miles earned from flight booking (tier=Explorer)
LTX0000792,CUST0007,2024-12-21 00:00:00,Earn,214,BKG002426,Miles earned from flight booking (tier=Explorer)
LTX0000793,CUST0225,2024-11-13 00:00:00,Earn,296,BKG002430,Miles earned from flight booking (tier=Silver)
LTX0000794,CUST0150,2024-12-18 00:00:00,Earn,473,BKG002434,Miles earned from flight booking (tier=Gold)
LTX0000795,CUST0090,2024-12-28 00:00:00,Earn,733,BKG002435,Miles earned from flight booking (tier=Gold)
LTX0000796,CUST0236,2024-12-25 00:00:00,Earn,189,BKG002443,Miles earned from flight booking (tier=Explorer)
LTX0000797,CUST0023,2024-11-14 00:00:00,Earn,195,BKG002444,Miles earned from flight booking (tier=Explorer)
LTX0000798,CUST0211,2024-12-16 00:00:00,Earn,273,BKG002445,Miles earned from flight booking (tier=Gold)
LTX0000799,CUST0195,2024-12-29 00:00:00,Earn,246,BKG002451,Miles earned from flight booking (tier=Gold)
LTX0000800,CUST0033,2024-12-01 00:00:00,Earn,265,BKG002454,Miles earned from flight booking (tier=Explorer)
LTX0000801,CUST0060,2024-12-02 00:00:00,Earn,346,BKG002455,Miles earned from flight booking (tier=Silver)
LTX0000802,CUST0227,2024-11-23 00:00:00,Earn,223,BKG002457,Miles earned from flight booking (tier=Gold)
LTX0000803,CUST0084,2024-12-02 00:00:00,Earn,154,BKG002460,Miles earned from flight booking (tier=Silver)
LTX0000804,CUST0185,2025-01-01 00:00:00,Earn,234,BKG002461,Miles earned from flight booking (tier=Explorer)
LTX0000805,CUST0125,2024-12-21 00:00:00,Earn,334,BKG002464,Miles earned from flight booking (tier=Silver)
LTX0000806,CUST0119,2024-12-11 00:00:00,Earn,392,BKG002465,Miles earned from flight booking (tier=Silver)
LTX0000807,CUST0185,2024-12-12 00:00:00,Earn,231,BKG002466,Miles earned from flight booking (tier=Explorer)
LTX0000808,CUST0185,2024-12-22 00:00:00,Earn,195,BKG002471,Miles earned from flight booking (tier=Explorer)
LTX0000809,CUST0033,2024-11-11 00:00:00,Earn,385,BKG002481,Miles earned from flight booking (tier=Explorer)
LTX0000810,CUST0231,2024-11-15 00:00:00,Earn,304,BKG002482,Miles earned from flight booking (tier=Gold)
LTX0000811,CUST0168,2024-11-12 00:00:00,Earn,122,BKG002483,Miles earned from flight booking (tier=Explorer)
LTX0000812,CUST0113,2025-01-05 00:00:00,Earn,175,BKG002494,Miles earned from flight booking (tier=Explorer)
LTX0000813,CUST0001,2024-11-29 00:00:00,Earn,392,BKG002499,Miles earned from flight booking (tier=Gold)
LTX0000814,CUST0194,2024-11-11 00:00:00,Earn,416,BKG002500,Miles earned from flight booking (tier=Silver)
LTX0000815,CUST0053,2024-11-29 00:00:00,Earn,194,BKG002501,Miles earned from flight booking (tier=Explorer)
LTX0000816,CUST0177,2024-12-09 00:00:00,Earn,370,BKG002502,Miles earned from flight booking (tier=Explorer)
LTX0000817,CUST0028,2024-11-25 00:00:00,Earn,342,BKG002503,Miles earned from flight booking (tier=Gold)
LTX0000818,CUST0120,2024-12-31 00:00:00,Earn,167,BKG002510,Miles earned from flight booking (tier=Explorer)
LTX0000819,CUST0080,2024-11-16 00:00:00,Earn,260,BKG002514,Miles earned from flight booking (tier=Explorer)
LTX0000820,CUST0040,2024-12-08 00:00:00,Earn,435,BKG002515,Miles earned from flight booking (tier=Silver)
LTX0000821,CUST0125,2024-12-04 00:00:00,Earn,331,BKG002521,Miles earned from flight booking (tier=Silver)
LTX0000822,CUST0216,2024-12-29 00:00:00,Earn,356,BKG002524,Miles earned from flight booking (tier=Silver)
LTX0000823,CUST0200,2024-12-05 00:00:00,Earn,250,BKG002525,Miles earned from flight booking (tier=Explorer)
LTX0000824,CUST0235,2024-11-13 00:00:00,Earn,311,BKG002530,Miles earned from flight booking (tier=Explorer)
LTX0000825,CUST0118,2024-11-29 00:00:00,Earn,185,BKG002534,Miles earned from flight booking (tier=Explorer)
LTX0000826,CUST0064,2024-12-10 00:00:00,Earn,126,BKG002535,Miles earned from flight booking (tier=Explorer)
LTX0000827,CUST0057,2024-11-15 00:00:00,Earn,169,BKG002538,Miles earned from flight booking (tier=Explorer)
LTX0000828,CUST0147,2024-11-08 00:00:00,Earn,194,BKG002541,Miles earned from flight booking (tier=Explorer)
LTX0000829,CUST0129,2024-11-09 00:00:00,Earn,126,BKG002543,Miles earned from flight booking (tier=Explorer)
LTX0000830,CUST0048,2024-11-08 00:00:00,Earn,298,BKG002546,Miles earned from flight booking (tier=Explorer)
LTX0000831,CUST0280,2024-11-30 00:00:00,Earn,569,BKG002548,Miles earned from flight booking (tier=Explorer)
LTX0000832,CUST0212,2024-12-08 00:00:00,Earn,2381,BKG002551,Miles earned from flight booking (tier=Explorer)
LTX0000833,CUST0233,2024-11-16 00:00:00,Earn,1021,BKG002552,Miles earned from flight booking (tier=Explorer)
LTX0000834,CUST0129,2024-12-07 00:00:00,Earn,2362,BKG002556,Miles earned from flight booking (tier=Explorer)
LTX0000835,CUST0264,2024-11-19 00:00:00,Earn,809,BKG002559,Miles earned from flight booking (tier=Silver)
LTX0000836,CUST0118,2024-12-20 00:00:00,Earn,974,BKG002560,Miles earned from flight booking (tier=Explorer)
LTX0000837,CUST0150,2024-12-16 00:00:00,Earn,1043,BKG002561,Miles earned from flight booking (tier=Gold)
LTX0000838,CUST0185,2024-12-04 00:00:00,Earn,1472,BKG002573,Miles earned from flight booking (tier=Explorer)
LTX0000839,CUST0030,2024-12-22 00:00:00,Earn,2368,BKG002576,Miles earned from flight booking (tier=Silver)
LTX0000840,CUST0055,2025-01-01 00:00:00,Earn,507,BKG002577,Miles earned from flight booking (tier=Explorer)
LTX0000841,CUST0185,2024-12-21 00:00:00,Earn,1373,BKG002580,Miles earned from flight booking (tier=Explorer)
LTX0000842,CUST0121,2024-12-20 00:00:00,Earn,1285,BKG002581,Miles earned from flight booking (tier=Explorer)
LTX0000843,CUST0147,2024-12-04 00:00:00,Earn,998,BKG002583,Miles earned from flight booking (tier=Explorer)
LTX0000844,CUST0030,2025-01-03 00:00:00,Earn,771,BKG002585,Miles earned from flight booking (tier=Silver)
LTX0000845,CUST0165,2024-12-01 00:00:00,Earn,2145,BKG002588,Miles earned from flight booking (tier=Silver)
LTX0000846,CUST0296,2024-12-19 00:00:00,Earn,1197,BKG002589,Miles earned from flight booking (tier=Explorer)
LTX0000847,CUST0238,2024-11-26 00:00:00,Earn,784,BKG002590,Miles earned from flight booking (tier=Gold)
LTX0000848,CUST0199,2024-12-25 00:00:00,Earn,2919,BKG002592,Miles earned from flight booking (tier=Silver)
LTX0000849,CUST0286,2024-12-13 00:00:00,Earn,3514,BKG002595,Miles earned from flight booking (tier=Gold)
LTX0000850,CUST0106,2024-11-27 00:00:00,Earn,1068,BKG002597,Miles earned from flight booking (tier=Explorer)
LTX0000851,CUST0202,2024-12-05 00:00:00,Earn,869,BKG002599,Miles earned from flight booking (tier=Explorer)
LTX0000852,CUST0083,2024-12-04 00:00:00,Earn,320,BKG002601,Miles earned from flight booking (tier=Explorer)
LTX0000853,CUST0133,2024-12-13 00:00:00,Earn,118,BKG002602,Miles earned from flight booking (tier=Explorer)
LTX0000854,CUST0031,2024-12-11 00:00:00,Earn,308,BKG002607,Miles earned from flight booking (tier=Gold)
LTX0000855,CUST0067,2024-11-17 00:00:00,Earn,318,BKG002609,Miles earned from flight booking (tier=Explorer)
LTX0000856,CUST0238,2024-11-21 00:00:00,Earn,421,BKG002610,Miles earned from flight booking (tier=Gold)
LTX0000857,CUST0289,2024-11-27 00:00:00,Earn,210,BKG002618,Miles earned from flight booking (tier=Explorer)
LTX0000858,CUST0223,2024-11-20 00:00:00,Earn,414,BKG002623,Miles earned from flight booking (tier=Silver)
LTX0000859,CUST0239,2025-01-01 00:00:00,Earn,347,BKG002625,Miles earned from flight booking (tier=Silver)
LTX0000860,CUST0288,2024-11-17 00:00:00,Earn,277,BKG002632,Miles earned from flight booking (tier=Explorer)
LTX0000861,CUST0238,2025-01-05 00:00:00,Earn,526,BKG002633,Miles earned from flight booking (tier=Gold)
LTX0000862,CUST0178,2024-12-29 00:00:00,Earn,351,BKG002638,Miles earned from flight booking (tier=Gold)
LTX0000863,CUST0212,2024-11-12 00:00:00,Earn,313,BKG002642,Miles earned from flight booking (tier=Explorer)
LTX0000864,CUST0154,2024-11-12 00:00:00,Earn,724,BKG002643,Miles earned from flight booking (tier=Gold)
LTX0000865,CUST0098,2024-12-23 00:00:00,Earn,969,BKG002645,Miles earned from flight booking (tier=Gold)
LTX0000866,CUST0223,2024-11-10 00:00:00,Earn,325,BKG002647,Miles earned from flight booking (tier=Silver)
LTX0000867,CUST0035,2025-01-01 00:00:00,Earn,224,BKG002652,Miles earned from flight booking (tier=Explorer)
LTX0000868,CUST0235,2024-11-14 00:00:00,Earn,115,BKG002654,Miles earned from flight booking (tier=Explorer)
LTX0000869,CUST0035,2024-12-20 00:00:00,Earn,352,BKG002656,Miles earned from flight booking (tier=Explorer)
LTX0000870,CUST0190,2024-12-26 00:00:00,Earn,220,BKG002658,Miles earned from flight booking (tier=Explorer)
LTX0000871,CUST0144,2024-12-31 00:00:00,Earn,828,BKG002660,Miles earned from flight booking (tier=Explorer)
LTX0000872,CUST0276,2024-12-07 00:00:00,Earn,211,BKG002661,Miles earned from flight booking (tier=Explorer)
LTX0000873,CUST0168,2024-12-09 00:00:00,Earn,286,BKG002663,Miles earned from flight booking (tier=Explorer)
LTX0000874,CUST0206,2024-11-09 00:00:00,Earn,308,BKG002664,Miles earned from flight booking (tier=Gold)
LTX0000875,CUST0148,2024-12-14 00:00:00,Earn,331,BKG002669,Miles earned from flight booking (tier=Explorer)
LTX0000876,CUST0157,2024-11-22 00:00:00,Earn,239,BKG002670,Miles earned from flight booking (tier=Silver)
LTX0000877,CUST0131,2024-12-12 00:00:00,Earn,292,BKG002675,Miles earned from flight booking (tier=Gold)
LTX0000878,CUST0120,2024-12-25 00:00:00,Earn,124,BKG002680,Miles earned from flight booking (tier=Explorer)
LTX0000879,CUST0231,2024-12-20 00:00:00,Earn,158,BKG002681,Miles earned from flight booking (tier=Gold)
LTX0000880,CUST0288,2024-12-21 00:00:00,Earn,173,BKG002682,Miles earned from flight booking (tier=Explorer)
LTX0000881,CUST0255,2024-12-16 00:00:00,Earn,216,BKG002684,Miles earned from flight booking (tier=Gold)
LTX0000882,CUST0035,2024-11-24 00:00:00,Earn,75,BKG002693,Miles earned from flight booking (tier=Explorer)
LTX0000883,CUST0002,2024-11-25 00:00:00,Earn,79,BKG002694,Miles earned from flight booking (tier=Explorer)
LTX0000884,CUST0279,2024-12-15 00:00:00,Earn,321,BKG002695,Miles earned from flight booking (tier=Gold)
LTX0000885,CUST0290,2024-12-14 00:00:00,Earn,87,BKG002697,Miles earned from flight booking (tier=Explorer)
LTX0000886,CUST0082,2024-12-09 00:00:00,Earn,224,BKG002702,Miles earned from flight booking (tier=Silver)
LTX0000887,CUST0136,2024-12-14 00:00:00,Earn,106,BKG002703,Miles earned from flight booking (tier=Silver)
LTX0000888,CUST0177,2024-12-30 00:00:00,Earn,156,BKG002704,Miles earned from flight booking (tier=Explorer)
LTX0000889,CUST0192,2024-12-25 00:00:00,Earn,234,BKG002711,Miles earned from flight booking (tier=Silver)
LTX0000890,CUST0017,2024-12-31 00:00:00,Earn,195,BKG002712,Miles earned from flight booking (tier=Gold)
LTX0000891,CUST0113,2024-12-06 00:00:00,Earn,242,BKG002718,Miles earned from flight booking (tier=Explorer)
LTX0000892,CUST0237,2024-11-12 00:00:00,Earn,262,BKG002719,Miles earned from flight booking (tier=Silver)
LTX0000893,CUST0214,2024-12-28 00:00:00,Earn,73,BKG002722,Miles earned from flight booking (tier=Explorer)
LTX0000894,CUST0122,2024-12-09 00:00:00,Earn,170,BKG002727,Miles earned from flight booking (tier=Explorer)
LTX0000895,CUST0119,2024-11-17 00:00:00,Earn,378,BKG002729,Miles earned from flight booking (tier=Silver)
LTX0000896,CUST0145,2024-12-08 00:00:00,Earn,356,BKG002733,Miles earned from flight booking (tier=Gold)
LTX0000897,CUST0227,2024-12-26 00:00:00,Earn,183,BKG002736,Miles earned from flight booking (tier=Gold)
LTX0000898,CUST0246,2025-01-02 00:00:00,Earn,352,BKG002739,Miles earned from flight booking (tier=Explorer)
LTX0000899,CUST0060,2024-11-28 00:00:00,Earn,304,BKG002742,Miles earned from flight booking (tier=Silver)
LTX0000900,CUST0202,2024-12-05 00:00:00,Earn,313,BKG002744,Miles earned from flight booking (tier=Explorer)
LTX0000901,CUST0257,2024-12-18 00:00:00,Earn,312,BKG002746,Miles earned from flight booking (tier=Explorer)
LTX0000902,CUST0026,2024-12-11 00:00:00,Earn,139,BKG002747,Miles earned from flight booking (tier=Explorer)
LTX0000903,CUST0143,2025-01-05 00:00:00,Earn,250,BKG002756,Miles earned from flight booking (tier=Explorer)
LTX0000904,CUST0051,2025-01-05 00:00:00,Earn,255,BKG002757,Miles earned from flight booking (tier=Explorer)
LTX0000905,CUST0240,2024-11-19 00:00:00,Earn,670,BKG002760,Miles earned from flight booking (tier=Explorer)
LTX0000906,CUST0165,2024-12-16 00:00:00,Earn,390,BKG002765,Miles earned from flight booking (tier=Silver)
LTX0000907,CUST0211,2024-11-10 00:00:00,Earn,324,BKG002767,Miles earned from flight booking (tier=Gold)
LTX0000908,CUST0169,2024-12-17 00:00:00,Earn,610,BKG002768,Miles earned from flight booking (tier=Silver)
LTX0000909,CUST0290,2024-11-12 00:00:00,Earn,346,BKG002769,Miles earned from flight booking (tier=Explorer)
LTX0000910,CUST0252,2024-12-10 00:00:00,Earn,502,BKG002770,Miles earned from flight booking (tier=Gold)
LTX0000911,CUST0157,2024-12-31 00:00:00,Earn,252,BKG002772,Miles earned from flight booking (tier=Silver)
LTX0000912,CUST0165,2025-01-02 00:00:00,Earn,445,BKG002774,Miles earned from flight booking (tier=Silver)
LTX0000913,CUST0136,2024-12-11 00:00:00,Earn,178,BKG002776,Miles earned from flight booking (tier=Silver)
LTX0000914,CUST0177,2024-12-27 00:00:00,Earn,243,BKG002782,Miles earned from flight booking (tier=Explorer)
LTX0000915,CUST0041,2024-12-16 00:00:00,Earn,382,BKG002783,Miles earned from flight booking (tier=Silver)
LTX0000916,CUST0262,2024-11-17 00:00:00,Earn,417,BKG002794,Miles earned from flight booking (tier=Explorer)
LTX0000917,CUST0026,2024-12-19 00:00:00,Earn,169,BKG002796,Miles earned from flight booking (tier=Explorer)
LTX0000918,CUST0236,2025-01-02 00:00:00,Earn,255,BKG002801,Miles earned from flight booking (tier=Explorer)
LTX0000919,CUST0288,2024-11-20 00:00:00,Earn,177,BKG002803,Miles earned from flight booking (tier=Explorer)
LTX0000920,CUST0112,2024-12-28 00:00:00,Earn,920,BKG002805,Miles earned from flight booking (tier=Explorer)
LTX0000921,CUST0288,2024-12-10 00:00:00,Earn,222,BKG002807,Miles earned from flight booking (tier=Explorer)
LTX0000922,CUST0239,2025-01-02 00:00:00,Earn,555,BKG002808,Miles earned from flight booking (tier=Silver)
LTX0000923,CUST0089,2024-12-27 00:00:00,Earn,256,BKG002811,Miles earned from flight booking (tier=Explorer)
LTX0000924,CUST0279,2024-11-16 00:00:00,Earn,842,BKG002817,Miles earned from flight booking (tier=Gold)
LTX0000925,CUST0223,2024-11-14 00:00:00,Earn,169,BKG002818,Miles earned from flight booking (tier=Silver)
LTX0000926,CUST0148,2024-12-18 00:00:00,Earn,447,BKG002819,Miles earned from flight booking (tier=Explorer)
LTX0000927,CUST0067,2024-11-23 00:00:00,Earn,299,BKG002820,Miles earned from flight booking (tier=Explorer)
LTX0000928,CUST0251,2024-11-30 00:00:00,Earn,173,BKG002822,Miles earned from flight booking (tier=Explorer)
LTX0000929,CUST0023,2024-12-02 00:00:00,Earn,317,BKG002823,Miles earned from flight booking (tier=Explorer)
LTX0000930,CUST0220,2024-12-19 00:00:00,Earn,312,BKG002824,Miles earned from flight booking (tier=Explorer)
LTX0000931,CUST0165,2024-12-15 00:00:00,Earn,386,BKG002825,Miles earned from flight booking (tier=Silver)
LTX0000932,CUST0055,2024-11-15 00:00:00,Earn,299,BKG002826,Miles earned from flight booking (tier=Explorer)
LTX0000933,CUST0194,2024-12-03 00:00:00,Earn,258,BKG002832,Miles earned from flight booking (tier=Silver)
LTX0000934,CUST0026,2024-11-22 00:00:00,Earn,218,BKG002838,Miles earned from flight booking (tier=Explorer)
LTX0000935,CUST0025,2024-12-20 00:00:00,Earn,271,BKG002839,Miles earned from flight booking (tier=Silver)
LTX0000936,CUST0147,2024-12-23 00:00:00,Earn,219,BKG002840,Miles earned from flight booking (tier=Explorer)
LTX0000937,CUST0100,2024-12-05 00:00:00,Earn,448,BKG002843,Miles earned from flight booking (tier=Gold)
LTX0000938,CUST0039,2024-11-13 00:00:00,Earn,195,BKG002844,Miles earned from flight booking (tier=Silver)
LTX0000939,CUST0133,2024-11-15 00:00:00,Earn,155,BKG002848,Miles earned from flight booking (tier=Explorer)
LTX0000940,CUST0248,2024-12-14 00:00:00,Earn,270,BKG002850,Miles earned from flight booking (tier=Silver)
LTX0000941,CUST0032,2024-12-20 00:00:00,Earn,366,BKG002854,Miles earned from flight booking (tier=Explorer)
LTX0000942,CUST0147,2024-11-29 00:00:00,Earn,210,BKG002863,Miles earned from flight booking (tier=Explorer)
LTX0000943,CUST0017,2024-11-14 00:00:00,Earn,423,BKG002864,Miles earned from flight booking (tier=Gold)
LTX0000944,CUST0169,2024-11-26 00:00:00,Earn,885,BKG002867,Miles earned from flight booking (tier=Silver)
LTX0000945,CUST0257,2024-12-23 00:00:00,Earn,194,BKG002870,Miles earned from flight booking (tier=Explorer)
LTX0000946,CUST0256,2024-12-11 00:00:00,Earn,224,BKG002871,Miles earned from flight booking (tier=Explorer)
LTX0000947,CUST0202,2024-12-16 00:00:00,Earn,144,BKG002884,Miles earned from flight booking (tier=Explorer)
LTX0000948,CUST0122,2024-12-30 00:00:00,Earn,311,BKG002885,Miles earned from flight booking (tier=Explorer)
LTX0000949,CUST0099,2024-11-25 00:00:00,Earn,141,BKG002893,Miles earned from flight booking (tier=Explorer)
LTX0000950,CUST0136,2024-12-09 00:00:00,Earn,159,BKG002898,Miles earned from flight booking (tier=Silver)
LTX0000951,CUST0273,2024-12-08 00:00:00,Earn,306,BKG002899,Miles earned from flight booking (tier=Gold)
LTX0000952,CUST0103,2024-11-29 00:00:00,Earn,252,BKG002900,Miles earned from flight booking (tier=Silver)
LTX0000953,CUST0108,2025-01-04 00:00:00,Earn,423,BKG002909,Miles earned from flight booking (tier=Gold)
LTX0000954,CUST0083,2024-11-23 00:00:00,Earn,140,BKG002913,Miles earned from flight booking (tier=Explorer)
LTX0000955,CUST0031,2024-12-23 00:00:00,Earn,973,BKG002915,Miles earned from flight booking (tier=Gold)
LTX0000956,CUST0223,2024-11-27 00:00:00,Earn,212,BKG002918,Miles earned from flight booking (tier=Silver)
LTX0000957,CUST0227,2024-11-13 00:00:00,Earn,526,BKG002921,Miles earned from flight booking (tier=Gold)
LTX0000958,CUST0238,2024-12-14 00:00:00,Earn,290,BKG002922,Miles earned from flight booking (tier=Gold)
LTX0000959,CUST0131,2024-11-10 00:00:00,Earn,267,BKG002925,Miles earned from flight booking (tier=Gold)
LTX0000960,CUST0272,2025-01-05 00:00:00,Earn,855,BKG002929,Miles earned from flight booking (tier=Explorer)
LTX0000961,CUST0225,2025-01-05 00:00:00,Earn,1585,BKG002930,Miles earned from flight booking (tier=Silver)
LTX0000962,CUST0151,2024-12-22 00:00:00,Earn,2108,BKG002932,Miles earned from flight booking (tier=Gold)
LTX0000963,CUST0041,2025-01-01 00:00:00,Earn,972,BKG002933,Miles earned from flight booking (tier=Silver)
LTX0000964,CUST0051,2025-01-01 00:00:00,Earn,1145,BKG002937,Miles earned from flight booking (tier=Explorer)
LTX0000965,CUST0278,2024-11-23 00:00:00,Earn,734,BKG002946,Miles earned from flight booking (tier=Explorer)
